problem,task_idx,seed,best_cost,best_cv,conv_file,conv_cv_file,bestx_file
CMT3,0,0,2.3549276750856052e-08,0.0,results_CMT_all/CMT3/CMT3_seed0_20251127T024337Z_conv.npy,results_CMT_all/CMT3/CMT3_seed0_20251127T024337Z_conv_cv.npy,results_CMT_all/CMT3/CMT3_seed0_20251127T024337Z_bestx.npy
CMT3,1,0,0.0006363783177221194,0.0,results_CMT_all/CMT3/CMT3_seed0_20251127T024337Z_conv.npy,results_CMT_all/CMT3/CMT3_seed0_20251127T024337Z_conv_cv.npy,results_CMT_all/CMT3/CMT3_seed0_20251127T024337Z_bestx.npy
CMT3,0,1,4.391675827442043e-07,0.0,results_CMT_all/CMT3/CMT3_seed1_20251127T024345Z_conv.npy,results_CMT_all/CMT3/CMT3_seed1_20251127T024345Z_conv_cv.npy,results_CMT_all/CMT3/CMT3_seed1_20251127T024345Z_bestx.npy
CMT3,1,1,0.0006363783177221194,0.0,results_CMT_all/CMT3/CMT3_seed1_20251127T024345Z_conv.npy,results_CMT_all/CMT3/CMT3_seed1_20251127T024345Z_conv_cv.npy,results_CMT_all/CMT3/CMT3_seed1_20251127T024345Z_bestx.npy
CMT3,0,2,2.0234159991971978e-07,0.0,results_CMT_all/CMT3/CMT3_seed2_20251127T024351Z_conv.npy,results_CMT_all/CMT3/CMT3_seed2_20251127T024351Z_conv_cv.npy,results_CMT_all/CMT3/CMT3_seed2_20251127T024351Z_bestx.npy
CMT3,1,2,0.000636378324998077,0.0,results_CMT_all/CMT3/CMT3_seed2_20251127T024351Z_conv.npy,results_CMT_all/CMT3/CMT3_seed2_20251127T024351Z_conv_cv.npy,results_CMT_all/CMT3/CMT3_seed2_20251127T024351Z_bestx.npy
CMT3,0,3,3.9899218906569445e-07,0.0,results_CMT_all/CMT3/CMT3_seed3_20251127T024357Z_conv.npy,results_CMT_all/CMT3/CMT3_seed3_20251127T024357Z_conv_cv.npy,results_CMT_all/CMT3/CMT3_seed3_20251127T024357Z_bestx.npy
CMT3,1,3,0.0006363783177221194,0.0,results_CMT_all/CMT3/CMT3_seed3_20251127T024357Z_conv.npy,results_CMT_all/CMT3/CMT3_seed3_20251127T024357Z_conv_cv.npy,results_CMT_all/CMT3/CMT3_seed3_20251127T024357Z_bestx.npy
CMT3,0,4,6.490564499195273e-07,0.0,results_CMT_all/CMT3/CMT3_seed4_20251127T024404Z_conv.npy,results_CMT_all/CMT3/CMT3_seed4_20251127T024404Z_conv_cv.npy,results_CMT_all/CMT3/CMT3_seed4_20251127T024404Z_bestx.npy
CMT3,1,4,0.0006363783322740346,0.0,results_CMT_all/CMT3/CMT3_seed4_20251127T024404Z_conv.npy,results_CMT_all/CMT3/CMT3_seed4_20251127T024404Z_conv_cv.npy,results_CMT_all/CMT3/CMT3_seed4_20251127T024404Z_bestx.npy
CMT4,0,0,48.41983286701333,0.0,results_CMT_all/CMT4/CMT4_seed0_20251127T024412Z_conv.npy,results_CMT_all/CMT4/CMT4_seed0_20251127T024412Z_conv_cv.npy,results_CMT_all/CMT4/CMT4_seed0_20251127T024412Z_bestx.npy
CMT4,1,0,385.2325037686367,0.0,results_CMT_all/CMT4/CMT4_seed0_20251127T024412Z_conv.npy,results_CMT_all/CMT4/CMT4_seed0_20251127T024412Z_conv_cv.npy,results_CMT_all/CMT4/CMT4_seed0_20251127T024412Z_bestx.npy
CMT4,0,1,22.012851697100018,0.0,results_CMT_all/CMT4/CMT4_seed1_20251127T024419Z_conv.npy,results_CMT_all/CMT4/CMT4_seed1_20251127T024419Z_conv_cv.npy,results_CMT_all/CMT4/CMT4_seed1_20251127T024419Z_bestx.npy
CMT4,1,1,406.2971594876122,0.0,results_CMT_all/CMT4/CMT4_seed1_20251127T024419Z_conv.npy,results_CMT_all/CMT4/CMT4_seed1_20251127T024419Z_conv_cv.npy,results_CMT_all/CMT4/CMT4_seed1_20251127T024419Z_bestx.npy
CMT4,0,2,6.063046576236786,0.0,results_CMT_all/CMT4/CMT4_seed2_20251127T024426Z_conv.npy,results_CMT_all/CMT4/CMT4_seed2_20251127T024426Z_conv_cv.npy,results_CMT_all/CMT4/CMT4_seed2_20251127T024426Z_bestx.npy
CMT4,1,2,384.1981385002132,0.0,results_CMT_all/CMT4/CMT4_seed2_20251127T024426Z_conv.npy,results_CMT_all/CMT4/CMT4_seed2_20251127T024426Z_conv_cv.npy,results_CMT_all/CMT4/CMT4_seed2_20251127T024426Z_bestx.npy
CMT4,0,3,3.6943040951721287,0.0,results_CMT_all/CMT4/CMT4_seed3_20251127T024433Z_conv.npy,results_CMT_all/CMT4/CMT4_seed3_20251127T024433Z_conv_cv.npy,results_CMT_all/CMT4/CMT4_seed3_20251127T024433Z_bestx.npy
CMT4,1,3,383.1148888933256,0.0,results_CMT_all/CMT4/CMT4_seed3_20251127T024433Z_conv.npy,results_CMT_all/CMT4/CMT4_seed3_20251127T024433Z_conv_cv.npy,results_CMT_all/CMT4/CMT4_seed3_20251127T024433Z_bestx.npy
CMT4,0,4,0.9959212994882023,0.0,results_CMT_all/CMT4/CMT4_seed4_20251127T024443Z_conv.npy,results_CMT_all/CMT4/CMT4_seed4_20251127T024443Z_conv_cv.npy,results_CMT_all/CMT4/CMT4_seed4_20251127T024443Z_bestx.npy
CMT4,1,4,378.85329751074624,0.0,results_CMT_all/CMT4/CMT4_seed4_20251127T024443Z_conv.npy,results_CMT_all/CMT4/CMT4_seed4_20251127T024443Z_conv_cv.npy,results_CMT_all/CMT4/CMT4_seed4_20251127T024443Z_bestx.npy
CMT5,0,0,19.978744785418716,0.0,results_CMT_all/CMT5/CMT5_seed0_20251127T024451Z_conv.npy,results_CMT_all/CMT5/CMT5_seed0_20251127T024451Z_conv_cv.npy,results_CMT_all/CMT5/CMT5_seed0_20251127T024451Z_bestx.npy
CMT5,1,0,118.93829989898592,0.0,results_CMT_all/CMT5/CMT5_seed0_20251127T024451Z_conv.npy,results_CMT_all/CMT5/CMT5_seed0_20251127T024451Z_conv_cv.npy,results_CMT_all/CMT5/CMT5_seed0_20251127T024451Z_bestx.npy
CMT5,0,1,19.97594297910922,0.0,results_CMT_all/CMT5/CMT5_seed1_20251127T024459Z_conv.npy,results_CMT_all/CMT5/CMT5_seed1_20251127T024459Z_conv_cv.npy,results_CMT_all/CMT5/CMT5_seed1_20251127T024459Z_bestx.npy
CMT5,1,1,145.51394608920307,0.0,results_CMT_all/CMT5/CMT5_seed1_20251127T024459Z_conv.npy,results_CMT_all/CMT5/CMT5_seed1_20251127T024459Z_conv_cv.npy,results_CMT_all/CMT5/CMT5_seed1_20251127T024459Z_bestx.npy
CMT5,0,2,2.360463325417037,0.0,results_CMT_all/CMT5/CMT5_seed2_20251127T024506Z_conv.npy,results_CMT_all/CMT5/CMT5_seed2_20251127T024506Z_conv_cv.npy,results_CMT_all/CMT5/CMT5_seed2_20251127T024506Z_bestx.npy
CMT5,1,2,143.14701129087604,0.0,results_CMT_all/CMT5/CMT5_seed2_20251127T024506Z_conv.npy,results_CMT_all/CMT5/CMT5_seed2_20251127T024506Z_conv_cv.npy,results_CMT_all/CMT5/CMT5_seed2_20251127T024506Z_bestx.npy
CMT5,0,3,19.953628343625653,0.0,results_CMT_all/CMT5/CMT5_seed3_20251127T024514Z_conv.npy,results_CMT_all/CMT5/CMT5_seed3_20251127T024514Z_conv_cv.npy,results_CMT_all/CMT5/CMT5_seed3_20251127T024514Z_bestx.npy
CMT5,1,3,131.8686591917047,0.0,results_CMT_all/CMT5/CMT5_seed3_20251127T024514Z_conv.npy,results_CMT_all/CMT5/CMT5_seed3_20251127T024514Z_conv_cv.npy,results_CMT_all/CMT5/CMT5_seed3_20251127T024514Z_bestx.npy
CMT5,0,4,0.34981577554697596,0.0,results_CMT_all/CMT5/CMT5_seed4_20251127T024522Z_conv.npy,results_CMT_all/CMT5/CMT5_seed4_20251127T024522Z_conv_cv.npy,results_CMT_all/CMT5/CMT5_seed4_20251127T024522Z_bestx.npy
CMT5,1,4,47.903796739274036,0.0,results_CMT_all/CMT5/CMT5_seed4_20251127T024522Z_conv.npy,results_CMT_all/CMT5/CMT5_seed4_20251127T024522Z_conv_cv.npy,results_CMT_all/CMT5/CMT5_seed4_20251127T024522Z_bestx.npy
CMT6,0,0,2.278750077522318e-09,0.0,results_CMT_all/CMT6/CMT6_seed0_20251127T024555Z_conv.npy,results_CMT_all/CMT6/CMT6_seed0_20251127T024555Z_conv_cv.npy,results_CMT_all/CMT6/CMT6_seed0_20251127T024555Z_bestx.npy
CMT6,1,0,7.699316028777185e-08,0.0,results_CMT_all/CMT6/CMT6_seed0_20251127T024555Z_conv.npy,results_CMT_all/CMT6/CMT6_seed0_20251127T024555Z_conv_cv.npy,results_CMT_all/CMT6/CMT6_seed0_20251127T024555Z_bestx.npy
CMT6,0,1,3.768473977316944e-09,0.0,results_CMT_all/CMT6/CMT6_seed1_20251127T024628Z_conv.npy,results_CMT_all/CMT6/CMT6_seed1_20251127T024628Z_conv_cv.npy,results_CMT_all/CMT6/CMT6_seed1_20251127T024628Z_bestx.npy
CMT6,1,1,2.4409928300485854e-07,0.0,results_CMT_all/CMT6/CMT6_seed1_20251127T024628Z_conv.npy,results_CMT_all/CMT6/CMT6_seed1_20251127T024628Z_conv_cv.npy,results_CMT_all/CMT6/CMT6_seed1_20251127T024628Z_bestx.npy
CMT6,0,2,2.462208659181897e-09,0.0,results_CMT_all/CMT6/CMT6_seed2_20251127T024701Z_conv.npy,results_CMT_all/CMT6/CMT6_seed2_20251127T024701Z_conv_cv.npy,results_CMT_all/CMT6/CMT6_seed2_20251127T024701Z_bestx.npy
CMT6,1,2,7.937586584036134e-09,0.0,results_CMT_all/CMT6/CMT6_seed2_20251127T024701Z_conv.npy,results_CMT_all/CMT6/CMT6_seed2_20251127T024701Z_conv_cv.npy,results_CMT_all/CMT6/CMT6_seed2_20251127T024701Z_bestx.npy
CMT6,0,3,5.03111552419e-09,0.0,results_CMT_all/CMT6/CMT6_seed3_20251127T024735Z_conv.npy,results_CMT_all/CMT6/CMT6_seed3_20251127T024735Z_conv_cv.npy,results_CMT_all/CMT6/CMT6_seed3_20251127T024735Z_bestx.npy
CMT6,1,3,7.625138209334774e-08,0.0,results_CMT_all/CMT6/CMT6_seed3_20251127T024735Z_conv.npy,results_CMT_all/CMT6/CMT6_seed3_20251127T024735Z_conv_cv.npy,results_CMT_all/CMT6/CMT6_seed3_20251127T024735Z_bestx.npy
CMT6,0,4,5.6036317808150216e-09,0.0,results_CMT_all/CMT6/CMT6_seed4_20251127T024808Z_conv.npy,results_CMT_all/CMT6/CMT6_seed4_20251127T024808Z_conv_cv.npy,results_CMT_all/CMT6/CMT6_seed4_20251127T024808Z_bestx.npy
CMT6,1,4,2.0247895800481737e-08,0.0,results_CMT_all/CMT6/CMT6_seed4_20251127T024808Z_conv.npy,results_CMT_all/CMT6/CMT6_seed4_20251127T024808Z_conv_cv.npy,results_CMT_all/CMT6/CMT6_seed4_20251127T024808Z_bestx.npy
CMT7,0,0,616.8885955138342,0.0,results_CMT_all/CMT7/CMT7_seed0_20251127T024816Z_conv.npy,results_CMT_all/CMT7/CMT7_seed0_20251127T024816Z_conv_cv.npy,results_CMT_all/CMT7/CMT7_seed0_20251127T024816Z_bestx.npy
CMT7,1,0,66.45806355963822,0.0,results_CMT_all/CMT7/CMT7_seed0_20251127T024816Z_conv.npy,results_CMT_all/CMT7/CMT7_seed0_20251127T024816Z_conv_cv.npy,results_CMT_all/CMT7/CMT7_seed0_20251127T024816Z_bestx.npy
CMT7,0,1,117.98802769291346,0.0,results_CMT_all/CMT7/CMT7_seed1_20251127T024825Z_conv.npy,results_CMT_all/CMT7/CMT7_seed1_20251127T024825Z_conv_cv.npy,results_CMT_all/CMT7/CMT7_seed1_20251127T024825Z_bestx.npy
CMT7,1,1,63.194438210695694,0.0,results_CMT_all/CMT7/CMT7_seed1_20251127T024825Z_conv.npy,results_CMT_all/CMT7/CMT7_seed1_20251127T024825Z_conv_cv.npy,results_CMT_all/CMT7/CMT7_seed1_20251127T024825Z_bestx.npy
CMT7,0,2,648.6808144468165,0.0,results_CMT_all/CMT7/CMT7_seed2_20251127T024831Z_conv.npy,results_CMT_all/CMT7/CMT7_seed2_20251127T024831Z_conv_cv.npy,results_CMT_all/CMT7/CMT7_seed2_20251127T024831Z_bestx.npy
CMT7,1,2,61.217034018099355,0.0,results_CMT_all/CMT7/CMT7_seed2_20251127T024831Z_conv.npy,results_CMT_all/CMT7/CMT7_seed2_20251127T024831Z_conv_cv.npy,results_CMT_all/CMT7/CMT7_seed2_20251127T024831Z_bestx.npy
CMT7,0,3,20.065019051959784,0.0,results_CMT_all/CMT7/CMT7_seed3_20251127T024840Z_conv.npy,results_CMT_all/CMT7/CMT7_seed3_20251127T024840Z_conv_cv.npy,results_CMT_all/CMT7/CMT7_seed3_20251127T024840Z_bestx.npy
CMT7,1,3,62.77377510119027,0.0,results_CMT_all/CMT7/CMT7_seed3_20251127T024840Z_conv.npy,results_CMT_all/CMT7/CMT7_seed3_20251127T024840Z_conv_cv.npy,results_CMT_all/CMT7/CMT7_seed3_20251127T024840Z_bestx.npy
CMT7,0,4,222.1271934519927,0.0,results_CMT_all/CMT7/CMT7_seed4_20251127T024850Z_conv.npy,results_CMT_all/CMT7/CMT7_seed4_20251127T024850Z_conv_cv.npy,results_CMT_all/CMT7/CMT7_seed4_20251127T024850Z_bestx.npy
CMT7,1,4,62.68237132614706,0.0,results_CMT_all/CMT7/CMT7_seed4_20251127T024850Z_conv.npy,results_CMT_all/CMT7/CMT7_seed4_20251127T024850Z_conv_cv.npy,results_CMT_all/CMT7/CMT7_seed4_20251127T024850Z_bestx.npy
CMT8,0,0,6.013574784702596,0.0,results_CMT_all/CMT8/CMT8_seed0_20251127T024922Z_conv.npy,results_CMT_all/CMT8/CMT8_seed0_20251127T024922Z_conv_cv.npy,results_CMT_all/CMT8/CMT8_seed0_20251127T024922Z_bestx.npy
CMT8,1,0,47.292301244431464,0.0,results_CMT_all/CMT8/CMT8_seed0_20251127T024922Z_conv.npy,results_CMT_all/CMT8/CMT8_seed0_20251127T024922Z_conv_cv.npy,results_CMT_all/CMT8/CMT8_seed0_20251127T024922Z_bestx.npy
CMT8,0,1,6.003133056458553,0.0,results_CMT_all/CMT8/CMT8_seed1_20251127T024956Z_conv.npy,results_CMT_all/CMT8/CMT8_seed1_20251127T024956Z_conv_cv.npy,results_CMT_all/CMT8/CMT8_seed1_20251127T024956Z_bestx.npy
CMT8,1,1,44.14470066592462,0.0,results_CMT_all/CMT8/CMT8_seed1_20251127T024956Z_conv.npy,results_CMT_all/CMT8/CMT8_seed1_20251127T024956Z_conv_cv.npy,results_CMT_all/CMT8/CMT8_seed1_20251127T024956Z_bestx.npy
CMT8,0,2,6.002261199679014,0.0,results_CMT_all/CMT8/CMT8_seed2_20251127T025028Z_conv.npy,results_CMT_all/CMT8/CMT8_seed2_20251127T025028Z_conv_cv.npy,results_CMT_all/CMT8/CMT8_seed2_20251127T025028Z_bestx.npy
CMT8,1,2,44.02929446639085,0.0,results_CMT_all/CMT8/CMT8_seed2_20251127T025028Z_conv.npy,results_CMT_all/CMT8/CMT8_seed2_20251127T025028Z_conv_cv.npy,results_CMT_all/CMT8/CMT8_seed2_20251127T025028Z_bestx.npy
CMT8,0,3,6.0067498321658075,0.0,results_CMT_all/CMT8/CMT8_seed3_20251127T025101Z_conv.npy,results_CMT_all/CMT8/CMT8_seed3_20251127T025101Z_conv_cv.npy,results_CMT_all/CMT8/CMT8_seed3_20251127T025101Z_bestx.npy
CMT8,1,3,42.31187579503997,0.0,results_CMT_all/CMT8/CMT8_seed3_20251127T025101Z_conv.npy,results_CMT_all/CMT8/CMT8_seed3_20251127T025101Z_conv_cv.npy,results_CMT_all/CMT8/CMT8_seed3_20251127T025101Z_bestx.npy
CMT8,0,4,6.003974020839056,0.0,results_CMT_all/CMT8/CMT8_seed4_20251127T025134Z_conv.npy,results_CMT_all/CMT8/CMT8_seed4_20251127T025134Z_conv_cv.npy,results_CMT_all/CMT8/CMT8_seed4_20251127T025134Z_bestx.npy
CMT8,1,4,48.054115924397266,0.0,results_CMT_all/CMT8/CMT8_seed4_20251127T025134Z_conv.npy,results_CMT_all/CMT8/CMT8_seed4_20251127T025134Z_conv_cv.npy,results_CMT_all/CMT8/CMT8_seed4_20251127T025134Z_bestx.npy
CMT9,0,0,21399.742989980386,0.007263906301662837,results_CMT_all/CMT9/CMT9_seed0_20251127T025140Z_conv.npy,results_CMT_all/CMT9/CMT9_seed0_20251127T025140Z_conv_cv.npy,results_CMT_all/CMT9/CMT9_seed0_20251127T025140Z_bestx.npy
CMT9,1,0,16651.912712947826,0.0,results_CMT_all/CMT9/CMT9_seed0_20251127T025140Z_conv.npy,results_CMT_all/CMT9/CMT9_seed0_20251127T025140Z_conv_cv.npy,results_CMT_all/CMT9/CMT9_seed0_20251127T025140Z_bestx.npy
CMT9,0,1,16817.684923095785,0.0,results_CMT_all/CMT9/CMT9_seed1_20251127T025148Z_conv.npy,results_CMT_all/CMT9/CMT9_seed1_20251127T025148Z_conv_cv.npy,results_CMT_all/CMT9/CMT9_seed1_20251127T025148Z_bestx.npy
CMT9,1,1,16610.61090602341,0.0,results_CMT_all/CMT9/CMT9_seed1_20251127T025148Z_conv.npy,results_CMT_all/CMT9/CMT9_seed1_20251127T025148Z_conv_cv.npy,results_CMT_all/CMT9/CMT9_seed1_20251127T025148Z_bestx.npy
CMT9,0,2,15688.023115797245,0.0,results_CMT_all/CMT9/CMT9_seed2_20251127T025153Z_conv.npy,results_CMT_all/CMT9/CMT9_seed2_20251127T025153Z_conv_cv.npy,results_CMT_all/CMT9/CMT9_seed2_20251127T025153Z_bestx.npy
CMT9,1,2,16601.50645943603,0.0,results_CMT_all/CMT9/CMT9_seed2_20251127T025153Z_conv.npy,results_CMT_all/CMT9/CMT9_seed2_20251127T025153Z_conv_cv.npy,results_CMT_all/CMT9/CMT9_seed2_20251127T025153Z_bestx.npy
CMT9,0,3,15489.428959253068,0.009522115604841497,results_CMT_all/CMT9/CMT9_seed3_20251127T025159Z_conv.npy,results_CMT_all/CMT9/CMT9_seed3_20251127T025159Z_conv_cv.npy,results_CMT_all/CMT9/CMT9_seed3_20251127T025159Z_bestx.npy
CMT9,1,3,16848.67878267733,0.0,results_CMT_all/CMT9/CMT9_seed3_20251127T025159Z_conv.npy,results_CMT_all/CMT9/CMT9_seed3_20251127T025159Z_conv_cv.npy,results_CMT_all/CMT9/CMT9_seed3_20251127T025159Z_bestx.npy
CMT9,0,4,17406.583262534412,0.0,results_CMT_all/CMT9/CMT9_seed4_20251127T025206Z_conv.npy,results_CMT_all/CMT9/CMT9_seed4_20251127T025206Z_conv_cv.npy,results_CMT_all/CMT9/CMT9_seed4_20251127T025206Z_bestx.npy
CMT9,1,4,16633.081866195116,0.0,results_CMT_all/CMT9/CMT9_seed4_20251127T025206Z_conv.npy,results_CMT_all/CMT9/CMT9_seed4_20251127T025206Z_conv_cv.npy,results_CMT_all/CMT9/CMT9_seed4_20251127T025206Z_bestx.npy
